time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
1225.193557	79.577873	14.372046	5.536990	147
1226.225556	75.536156	14.396340	5.246900	148
1227.283002	79.590813	14.461219	5.503742	149
1228.328411	83.938210	14.446452	5.810299	150
1229.373255	79.847740	14.457331	5.522994	151
1230.404114	76.332642	14.487413	5.268894	152
1231.475325	85.265472	14.267709	5.976116	153
1232.492907	77.317337	14.439047	5.354740	154
1233.553451	77.908470	14.452334	5.390719	155
1234.594640	83.062462	14.461571	5.743669	156
1235.643827	77.536774	14.443193	5.368396	157
1236.683324	82.358383	14.432571	5.706425	158
1237.733913	76.160934	14.462738	5.266011	159
1238.757935	76.821777	14.425631	5.325367	160
1239.837942	83.415718	14.433013	5.779509	161
1240.846711	77.814812	14.463545	5.380065	162
1241.913710	76.935539	14.416370	5.336679	163
1242.936033	76.224800	14.259929	5.345385	164
1244.002964	75.769882	14.448815	5.244021	165
1245.038179	84.153961	14.334368	5.870783	166
1246.091796	76.545837	14.425211	5.306393	167
1247.115982	77.404236	14.413446	5.370280	168
1248.193890	84.036331	14.436285	5.821188	169
1249.206246	77.726074	14.454144	5.377425	170
1250.268172	76.707329	14.438357	5.312747	171
1251.297094	77.253525	14.373655	5.374661	172
1252.356490	75.616943	14.407360	5.248494	173
1253.401329	83.843513	14.397140	5.823623	174
1254.444061	76.941818	14.412043	5.338717	175
1255.490899	82.633827	14.324729	5.768614	176
1256.545713	82.812035	14.425618	5.740623	177
1257.568953	74.074066	14.352896	5.160914	178
1258.631908	82.573143	14.270255	5.786382	179
1259.672829	82.387405	14.428727	5.709957	180
1260.708931	76.423599	14.423390	5.298588	181
1261.762931	81.224518	14.450214	5.620991	182
1262.797526	77.287140	14.424604	5.358008	183
1263.838657	72.529404	14.399766	5.036846	184
1264.900674	83.597672	14.391464	5.808837	185
1265.927904	74.209908	14.435616	5.140751	186
1266.976154	76.781883	14.401803	5.331408	187
1268.030915	81.485771	14.408096	5.655554	188
1269.065468	75.688118	14.359189	5.271058	189
1270.119527	80.761688	14.425336	5.598600	190
1271.168873	82.494453	14.423040	5.719630	191
1272.208421	81.672249	14.387504	5.676610	192
1273.245260	75.589249	14.419260	5.242242	193
1274.283492	73.303360	14.418985	5.083809	194
1275.335317	73.063919	14.252168	5.126513	195
1276.371843	72.365387	14.414688	5.020254	196
1277.439186	82.658257	14.430798	5.727906	197
1278.459713	73.830940	14.469996	5.102347	198
1279.516048	73.821770	14.460711	5.104989	199
1280.547371	74.844536	14.431359	5.186243	200
1281.606691	72.680634	14.444266	5.031798	201
1282.635132	73.349709	14.199627	5.165609	202
1283.696649	73.661575	14.424166	5.106817	203
1284.723873	73.077110	14.460357	5.053617	204
1285.801211	80.592285	14.428170	5.585759	205
1286.812370	73.124374	14.433612	5.066257	206
1287.891558	80.761932	14.446741	5.590322	207
1288.900658	73.651367	14.410281	5.111030	208
1289.967533	72.271416	14.451494	5.000966	209
1291.003619	81.093193	14.466155	5.605719	210
1292.070497	80.961205	14.442142	5.605901	211
1293.079269	72.963463	14.424039	5.058463	212
1294.145986	72.124565	14.422497	5.000838	213
1295.182713	80.522949	14.431949	5.579493	214
1296.247801	81.600174	14.431739	5.654216	215
1297.258724	71.201187	14.426897	4.935308	216
1298.336752	79.958862	14.454285	5.531845	217
1299.362287	80.250801	14.441138	5.557097	218
1300.411794	71.467094	14.399474	4.963174	219
1301.438543	70.142128	14.412294	4.866826	220
1302.513879	80.243492	14.390339	5.576206	221
1303.527969	70.295288	14.385045	4.886693	222
1304.589009	71.838425	14.423923	4.980505	223
1305.630905	79.637901	14.413710	5.525150	224
1306.691723	80.285522	14.415496	5.569390	225
1307.706822	69.684525	14.327947	4.863539	226
1308.780774	80.520988	14.394242	5.593972	227
1309.809449	79.594177	14.405473	5.525274	228
1310.856617	71.405113	14.417327	4.952729	229
1311.885024	70.954216	14.432566	4.916258	230
1312.959678	79.790329	14.409236	5.537444	231
1313.973829	69.063782	14.360151	4.809405	232
1315.036077	70.932243	14.401104	4.925473	233
1316.076134	78.646187	14.417938	5.454746	234
1317.125777	70.337769	14.435847	4.872438	235
1318.151038	70.638031	14.430445	4.895070	236
1319.228990	78.640816	14.399117	5.461503	237
1320.239816	70.535202	14.430032	4.888084	238
1321.304986	71.525215	14.457519	4.947268	239
1322.340473	79.056320	14.252249	5.546937	240
1323.408196	78.320366	14.436628	5.425115	241
1324.417260	71.810341	14.421645	4.979344	242
1325.483724	70.088280	14.246933	4.919535	243
1326.506684	71.422417	14.435226	4.947786	244
1327.572650	70.781601	14.424558	4.907021	245
1328.610125	80.092285	14.397792	5.562818	246
1329.661267	71.025467	14.428948	4.922429	247
1330.699885	80.093460	14.435741	5.548275	248
1331.763518	79.865990	14.397907	5.547056	249
1332.776199	71.981934	14.428579	4.988844	250
