crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	5.836926	2090	3556893952.000000
281474976710655.000000	5.588286	2091	3557963008.000000
281474976710655.000000	5.740393	2092	3558981632.000000
281474976710655.000000	5.740619	2093	3560051456.000000
281474976710655.000000	5.692852	2094	3561069056.000000
281474976710655.000000	5.659384	2095	3562140160.000000
281474976710655.000000	5.662349	2096	3563156992.000000
281474976710655.000000	5.526485	2097	3564228608.000000
281474976710655.000000	5.638010	2098	3565244928.000000
281474976710655.000000	5.746386	2099	3566317056.000000
281474976710655.000000	5.781599	2100	3567332864.000000
281474976710655.000000	5.796061	2101	3568405504.000000
281474976710655.000000	5.846549	2102	3569420800.000000
281474976710655.000000	5.553288	2103	3570493440.000000
281474976710655.000000	5.722341	2104	3571508992.000000
281474976710655.000000	5.717274	2105	3572581888.000000
281474976710655.000000	5.780913	2106	3573597184.000000
281474976710655.000000	5.806488	2107	3574669056.000000
281474976710655.000000	5.898422	2108	3575687936.000000
281474976710655.000000	5.672501	2109	3576756224.000000
281474976710655.000000	5.654856	2110	3577775360.000000
281474976710655.000000	5.451518	2111	3578844160.000000
281474976710655.000000	5.646236	2112	3579863808.000000
281474976710655.000000	5.723407	2113	3580932352.000000
281474976710655.000000	5.714308	2114	3581952000.000000
281474976710655.000000	5.691240	2115	3583020288.000000
281474976710655.000000	5.656904	2116	3584040704.000000
281474976710655.000000	5.703669	2117	3585107456.000000
281474976710655.000000	5.518019	2118	3586129664.000000
281474976710655.000000	5.444632	2119	3587194368.000000
281474976710655.000000	5.639711	2120	3588219136.000000
281474976710655.000000	5.719614	2121	3589283328.000000
281474976710655.000000	5.657559	2122	3590306560.000000
281474976710655.000000	5.859881	2123	3591370752.000000
281474976710655.000000	5.499123	2124	3592395264.000000
281474976710655.000000	5.793889	2125	3593458432.000000
281474976710655.000000	5.645598	2126	3594483712.000000
281474976710655.000000	5.499374	2127	3595546624.000000
281474976710655.000000	5.849350	2128	3596572160.000000
281474976710655.000000	5.788974	2129	3597634048.000000
281474976710655.000000	5.639716	2130	3598660864.000000
281474976710655.000000	5.772806	2131	3599721984.000000
281474976710655.000000	5.668147	2132	3600749056.000000
281474976710655.000000	5.725707	2133	3601809664.000000
281474976710655.000000	5.687694	2134	3602837504.000000
281474976710655.000000	5.839289	2135	3603897856.000000
281474976710655.000000	5.663206	2136	3604925184.000000
281474976710655.000000	5.745341	2137	3605986304.000000
281474976710655.000000	5.559228	2138	3607013376.000000
281474976710655.000000	5.725456	2139	3608074752.000000
281474976710655.000000	5.737998	2140	3609101568.000000
281474976710655.000000	5.728094	2141	3610163200.000000
281474976710655.000000	5.782537	2142	3611189248.000000
281474976710655.000000	5.675780	2143	3612251648.000000
281474976710655.000000	5.634129	2144	3613277184.000000
281474976710655.000000	5.807987	2145	3614340096.000000
281474976710655.000000	5.615316	2146	3615364864.000000
281474976710655.000000	5.729698	2147	3616428800.000000
281474976710655.000000	5.802052	2148	3617452544.000000
281474976710655.000000	5.755185	2149	3618517504.000000
281474976710655.000000	5.839790	2150	3619539712.000000
281474976710655.000000	5.660328	2151	3620605952.000000
281474976710655.000000	5.589228	2152	3621628416.000000
281474976710655.000000	5.657027	2153	3622694400.000000
281474976710655.000000	5.662924	2154	3623715840.000000
281474976710655.000000	5.530090	2155	3624782848.000000
281474976710655.000000	5.453728	2156	3625803264.000000
281474976710655.000000	5.642671	2157	3626871552.000000
281474976710655.000000	5.904994	2158	3627891200.000000
281474976710655.000000	5.536755	2159	3628960000.000000
281474976710655.000000	5.628785	2160	3629978880.000000
281474976710655.000000	5.502044	2161	3631048704.000000
281474976710655.000000	5.461393	2162	3632066560.000000
281474976710655.000000	5.648088	2163	3633137152.000000
281474976710655.000000	5.710446	2164	3634154496.000000
281474976710655.000000	5.761087	2165	3635225088.000000
281474976710655.000000	5.739748	2166	3636242688.000000
281474976710655.000000	5.725651	2167	3637313024.000000
281474976710655.000000	5.594916	2168	3638330624.000000
281474976710655.000000	5.423863	2169	3639401216.000000
281474976710655.000000	5.618703	2170	3640419072.000000
281474976710655.000000	5.609391	2171	3641489408.000000
281474976710655.000000	5.703550	2172	3642507520.000000
281474976710655.000000	5.706370	2173	3643577344.000000
281474976710655.000000	5.654542	2174	3644595968.000000
281474976710655.000000	5.627917	2175	3645664768.000000
281474976710655.000000	5.450114	2176	3646684416.000000
281474976710655.000000	5.517842	2177	3647752960.000000
281474976710655.000000	5.577775	2178	3648773120.000000
281474976710655.000000	5.675907	2179	3649840384.000000
281474976710655.000000	5.759370	2180	3650861568.000000
281474976710655.000000	5.801546	2181	3651927808.000000
281474976710655.000000	5.457093	2182	3652950272.000000
281474976710655.000000	5.694835	2183	3654016000.000000
281474976710655.000000	5.606429	2184	3655038976.000000
281474976710655.000000	5.746681	2185	3656103168.000000
281474976710655.000000	5.798210	2186	3657127680.000000
281474976710655.000000	5.779034	2187	3658190848.000000
281474976710655.000000	5.874889	2188	3659216128.000000
281474976710655.000000	5.792361	2189	3660279040.000000
281474976710655.000000	5.674713	2190	3661304832.000000
281474976710655.000000	5.727892	2191	3662366464.000000
281474976710655.000000	5.518445	2192	3663393536.000000
281474976710655.000000	5.404355	2193	3664454400.000000
281474976710655.000000	5.436749	2194	3665481472.000000
281474976710655.000000	5.679227	2195	3666542592.000000
281474976710655.000000	5.930346	2196	3667569408.000000
281474976710655.000000	6.075466	2197	3668630016.000000
281474976710655.000000	5.424448	2198	3669658112.000000
281474976710655.000000	5.789826	2199	3670718464.000000
281474976710655.000000	5.692270	2200	3671746048.000000
281474976710655.000000	5.884933	2201	3672806656.000000
281474976710655.000000	5.631724	2202	3673834240.000000
281474976710655.000000	5.751746	2203	3674894848.000000
281474976710655.000000	5.589360	2204	3675922176.000000
281474976710655.000000	5.586427	2205	3676983296.000000
281474976710655.000000	5.555540	2206	3678010112.000000
281474976710655.000000	5.702211	2207	3679071744.000000
281474976710655.000000	5.772700	2208	3680098048.000000
281474976710655.000000	5.686457	2209	3681160192.000000
281474976710655.000000	5.578150	2210	3682185728.000000
281474976710655.000000	5.677568	2211	3683248896.000000
281474976710655.000000	5.611666	2212	3684273408.000000
281474976710655.000000	5.670087	2213	3685337600.000000
281474976710655.000000	5.712583	2214	3686360832.000000
281474976710655.000000	5.745919	2215	3687426048.000000
281474976710655.000000	5.613023	2216	3688448512.000000
281474976710655.000000	5.709339	2217	3689514752.000000
281474976710655.000000	5.564048	2218	3690535936.000000
281474976710655.000000	5.596791	2219	3691603456.000000
281474976710655.000000	5.662774	2220	3692623872.000000
281474976710655.000000	5.588025	2221	3693692160.000000
281474976710655.000000	5.745394	2222	3694711552.000000
281474976710655.000000	5.726785	2223	3695780352.000000
281474976710655.000000	5.695681	2224	3696799232.000000
281474976710655.000000	5.647396	2225	3697868800.000000
281474976710655.000000	5.392659	2226	3698887168.000000
281474976710655.000000	5.480518	2227	3699957248.000000
281474976710655.000000	5.562313	2228	3700975360.000000
281474976710655.000000	5.754416	2229	3702045696.000000
281474976710655.000000	5.756758	2230	3703063296.000000
281474976710655.000000	5.550038	2231	3704133888.000000
281474976710655.000000	5.596598	2232	3705151232.000000
281474976710655.000000	5.602491	2233	3706221568.000000
281474976710655.000000	5.607007	2234	3707239424.000000
281474976710655.000000	5.661283	2235	3708309760.000000
281474976710655.000000	5.787824	2236	3709328128.000000
281474976710655.000000	5.656039	2237	3710397440.000000
281474976710655.000000	5.730599	2238	3711416576.000000
281474976710655.000000	5.470294	2239	3712485376.000000
281474976710655.000000	5.513936	2240	3713505024.000000
281474976710655.000000	5.531092	2241	3714573056.000000
281474976710655.000000	5.755421	2242	3715593728.000000
281474976710655.000000	5.753212	2243	3716660736.000000
281474976710655.000000	5.604722	2244	3717682176.000000
281474976710655.000000	5.754583	2245	3718748416.000000
281474976710655.000000	5.811008	2246	3719770880.000000
281474976710655.000000	5.699500	2247	3720835840.000000
281474976710655.000000	5.622457	2248	3721859840.000000
281474976710655.000000	5.659338	2249	3722923520.000000
281474976710655.000000	5.606842	2250	3723948288.000000
281474976710655.000000	5.605504	2251	3725011200.000000
281474976710655.000000	5.693783	2252	3726036992.000000
281474976710655.000000	5.678585	2253	3727098880.000000
281474976710655.000000	5.677235	2254	3728125696.000000
281474976710655.000000	5.830738	2255	3729186560.000000
281474976710655.000000	5.567264	2256	3730214144.000000
281474976710655.000000	5.719176	2257	3731274496.000000
281474976710655.000000	5.725746	2258	3732302848.000000
281474976710655.000000	5.623917	2259	3733362176.000000
281474976710655.000000	5.760558	2260	3734391040.000000
281474976710655.000000	5.816550	2261	3735450368.000000
281474976710655.000000	5.616525	2262	3736479232.000000
281474976710655.000000	5.946496	2263	3737538560.000000
281474976710655.000000	5.710944	2264	3738567680.000000
281474976710655.000000	5.617663	2265	3739626496.000000
281474976710655.000000	5.863605	2266	3740655360.000000
281474976710655.000000	5.613802	2267	3741714944.000000
281474976710655.000000	5.704352	2268	3742743296.000000
281474976710655.000000	5.625123	2269	3743803136.000000
281474976710655.000000	5.490451	2270	3744831232.000000
281474976710655.000000	5.758769	2271	3745891584.000000
281474976710655.000000	5.712112	2272	3746919168.000000
281474976710655.000000	5.554151	2273	3747980032.000000
281474976710655.000000	5.749396	2274	3749006848.000000
281474976710655.000000	5.760732	2275	3750068736.000000
281474976710655.000000	5.681489	2276	3751094528.000000
281474976710655.000000	5.842465	2277	3752157440.000000
281474976710655.000000	5.556325	2278	3753182208.000000
281474976710655.000000	5.540769	2279	3754246144.000000
281474976710655.000000	5.704000	2280	3755269632.000000
281474976710655.000000	5.633843	2281	3756334592.000000
281474976710655.000000	5.645216	2282	3757357312.000000
281474976710655.000000	5.803327	2283	3758423296.000000
281474976710655.000000	5.576107	2284	3759444736.000000
281474976710655.000000	5.617445	2285	3760511744.000000
281474976710655.000000	5.553187	2286	3761532416.000000
281474976710655.000000	5.702275	2287	3762600448.000000
281474976710655.000000	5.710416	2288	3763620096.000000
281474976710655.000000	5.721705	2289	3764689152.000000
281474976710655.000000	5.640613	2290	3765708032.000000
281474976710655.000000	5.830107	2291	3766777600.000000
281474976710655.000000	5.614332	2292	3767795968.000000
281474976710655.000000	5.759423	2293	3768865792.000000
281474976710655.000000	5.888916	2294	3769883904.000000
281474976710655.000000	5.560483	2295	3770954240.000000
281474976710655.000000	5.593289	2296	3771972352.000000
281474976710655.000000	5.681658	2297	3773042176.000000
281474976710655.000000	5.664433	2298	3774060288.000000
281474976710655.000000	5.596929	2299	3775130368.000000
281474976710655.000000	5.701202	2300	3776148736.000000
281474976710655.000000	5.717529	2301	3777218304.000000
281474976710655.000000	5.667039	2302	3778237184.000000
281474976710655.000000	5.573531	2303	3779306240.000000
281474976710655.000000	5.688939	2304	3780325376.000000
281474976710655.000000	5.739063	2305	3781394176.000000
281474976710655.000000	5.603902	2306	3782413824.000000
281474976710655.000000	5.850268	2307	3783481344.000000
281474976710655.000000	5.578860	2308	3784502528.000000
281474976710655.000000	5.559367	2309	3785569280.000000
281474976710655.000000	5.859470	2310	3786591488.000000
281474976710655.000000	5.587351	2311	3787656704.000000
281474976710655.000000	5.999087	2312	3788679936.000000
281474976710655.000000	5.835256	2313	3789744640.000000
281474976710655.000000	5.616885	2314	3790768640.000000
281474976710655.000000	5.639150	2315	3791832064.000000
281474976710655.000000	5.660651	2316	3792857344.000000
281474976710655.000000	5.557330	2317	3793919744.000000
281474976710655.000000	5.712175	2318	3794946048.000000
281474976710655.000000	5.669862	2319	3796007424.000000
281474976710655.000000	5.592569	2320	3797034496.000000
281474976710655.000000	5.900168	2321	3798095360.000000
281474976710655.000000	5.608433	2322	3799122944.000000
281474976710655.000000	5.688992	2323	3800183296.000000
281474976710655.000000	5.558372	2324	3801211648.000000
281474976710655.000000	5.673190	2325	3802271232.000000
281474976710655.000000	5.584482	2326	3803299584.000000
281474976710655.000000	5.868651	2327	3804359424.000000
281474976710655.000000	5.632229	2328	3805387776.000000
281474976710655.000000	5.810904	2329	3806447616.000000
281474976710655.000000	5.586429	2330	3807475712.000000
281474976710655.000000	5.726207	2331	3808535552.000000
281474976710655.000000	5.629601	2332	3809563904.000000
281474976710655.000000	5.759200	2333	3810624256.000000
281474976710655.000000	5.804858	2334	3811651840.000000
281474976710655.000000	5.769661	2335	3812712704.000000
281474976710655.000000	5.661302	2336	3813739520.000000
281474976710655.000000	5.777527	2337	3814800896.000000
281474976710655.000000	5.625644	2338	3815827456.000000
281474976710655.000000	5.818258	2339	3816889600.000000
281474976710655.000000	5.594101	2340	3817915136.000000
281474976710655.000000	5.625440	2341	3818977792.000000
281474976710655.000000	5.835140	2342	3820003328.000000
281474976710655.000000	5.816819	2343	3821066496.000000
281474976710655.000000	5.864301	2344	3822090752.000000
281474976710655.000000	5.733983	2345	3823154432.000000
281474976710655.000000	5.456962	2346	3824178432.000000
281474976710655.000000	5.255336	2347	3825242880.000000
281474976710655.000000	5.673295	2348	3826266624.000000
281474976710655.000000	5.619549	2349	3827331840.000000
281474976710655.000000	5.645436	2350	3828354304.000000
281474976710655.000000	5.602493	2351	3829420544.000000
281474976710655.000000	5.856318	2352	3830441984.000000
281474976710655.000000	5.401208	2353	3831508224.000000
281474976710655.000000	5.368875	2354	3832530176.000000
281474976710655.000000	5.850945	2355	3833597696.000000
281474976710655.000000	6.102487	2356	3834618368.000000
281474976710655.000000	6.276506	2357	3835685376.000000
281474976710655.000000	5.695250	2358	3836705536.000000
281474976710655.000000	5.814651	2359	3837773312.000000
281474976710655.000000	5.513659	2360	3838794240.000000
281474976710655.000000	5.526060	2361	3839861760.000000
281474976710655.000000	5.587407	2362	3840882176.000000
281474976710655.000000	5.670791	2363	3841949696.000000
281474976710655.000000	5.727136	2364	3842970624.000000
281474976710655.000000	5.761609	2365	3844037888.000000
281474976710655.000000	5.632685	2366	3845059072.000000
281474976710655.000000	5.599830	2367	3846125824.000000
281474976710655.000000	5.657502	2368	3847147264.000000
281474976710655.000000	5.727161	2369	3848213760.000000
281474976710655.000000	5.697063	2370	3849235200.000000
281474976710655.000000	5.717708	2371	3850301952.000000
281474976710655.000000	5.622136	2372	3851323648.000000
281474976710655.000000	5.613014	2373	3852389888.000000
281474976710655.000000	5.574153	2374	3853412096.000000
281474976710655.000000	5.696795	2375	3854477824.000000
281474976710655.000000	5.635324	2376	3855500544.000000
281474976710655.000000	5.903510	2377	3856565504.000000
281474976710655.000000	5.553591	2378	3857588736.000000
281474976710655.000000	5.724301	2379	3858653696.000000
281474976710655.000000	5.683490	2380	3859677440.000000
281474976710655.000000	5.758355	2381	3860741376.000000
281474976710655.000000	5.709386	2382	3861765888.000000
281474976710655.000000	5.725964	2383	3862829312.000000
281474976710655.000000	5.636716	2384	3863854080.000000
281474976710655.000000	5.730826	2385	3864917504.000000
281474976710655.000000	5.749924	2386	3865942528.000000
281474976710655.000000	5.591650	2387	3867005440.000000
281474976710655.000000	5.785936	2388	3868030720.000000
281474976710655.000000	5.899828	2389	3869093376.000000
281474976710655.000000	5.571627	2390	3870119168.000000
281474976710655.000000	5.721640	2391	3871181312.000000
281474976710655.000000	5.677904	2392	3872207104.000000
281474976710655.000000	5.469809	2393	3873269504.000000
281474976710655.000000	5.648231	2394	3874295552.000000
281474976710655.000000	5.741440	2395	3875357440.000000
281474976710655.000000	5.551399	2396	3876383488.000000
281474976710655.000000	5.715811	2397	3877445632.000000
281474976710655.000000	5.762813	2398	3878471680.000000
281474976710655.000000	5.479228	2399	3879534080.000000
281474976710655.000000	5.811180	2400	3880559616.000000
281474976710655.000000	5.758186	2401	3881622272.000000
281474976710655.000000	5.735235	2402	3882647296.000000
281474976710655.000000	5.808360	2403	3883710464.000000
281474976710655.000000	5.744727	2404	3884735232.000000
281474976710655.000000	5.613300	2405	3885799168.000000
281474976710655.000000	5.839036	2406	3886823424.000000
281474976710655.000000	5.696537	2407	3887887360.000000
281474976710655.000000	5.799675	2408	3888911360.000000
281474976710655.000000	5.733976	2409	3889975808.000000
281474976710655.000000	5.542074	2410	3890999296.000000
281474976710655.000000	5.555818	2411	3892064256.000000
281474976710655.000000	5.822619	2412	3893086976.000000
281474976710655.000000	5.677696	2413	3894152448.000000
281474976710655.000000	5.675119	2414	3895174912.000000
281474976710655.000000	5.625791	2415	3896240896.000000
281474976710655.000000	5.639485	2416	3897263104.000000
281474976710655.000000	5.565932	2417	3898329344.000000
281474976710655.000000	5.789945	2418	3899350784.000000
281474976710655.000000	5.752039	2419	3900417536.000000
281474976710655.000000	5.661753	2420	3901438976.000000
281474976710655.000000	5.462737	2421	3902505984.000000
281474976710655.000000	5.594720	2422	3903526400.000000
281474976710655.000000	5.484016	2423	3904594176.000000
281474976710655.000000	5.915648	2424	3905614848.000000
281474976710655.000000	5.787161	2425	3906682112.000000
281474976710655.000000	5.580050	2426	3907703552.000000
281474976710655.000000	5.844343	2427	3908769792.000000
281474976710655.000000	5.555566	2428	3909791232.000000
281474976710655.000000	5.500267	2429	3910858752.000000
281474976710655.000000	5.633229	2430	3911879168.000000
281474976710655.000000	5.718686	2431	3912946432.000000
281474976710655.000000	5.605415	2432	3913967872.000000
281474976710655.000000	5.710813	2433	3915034368.000000
281474976710655.000000	5.521605	2434	3916056064.000000
281474976710655.000000	5.535541	2435	3917122304.000000
281474976710655.000000	5.628934	2436	3918144512.000000
281474976710655.000000	5.687478	2437	3919210240.000000
281474976710655.000000	5.725523	2438	3920232960.000000
281474976710655.000000	5.869673	2439	3921297920.000000
281474976710655.000000	5.586617	2440	3922321664.000000
281474976710655.000000	5.653076	2441	3923385856.000000
281474976710655.000000	5.711389	2442	3924410112.000000
281474976710655.000000	5.834247	2443	3925473792.000000
281474976710655.000000	5.718382	2444	3926498560.000000
281474976710655.000000	5.817578	2445	3927561472.000000
281474976710655.000000	5.449788	2446	3928586752.000000
281474976710655.000000	5.868711	2447	3929649664.000000
281474976710655.000000	5.697518	2448	3930674944.000000
281474976710655.000000	5.691387	2449	3931738112.000000
281474976710655.000000	5.809346	2450	3932763648.000000
281474976710655.000000	5.674925	2451	3933825280.000000
281474976710655.000000	5.577410	2452	3934852352.000000
281474976710655.000000	5.738074	2453	3935913472.000000
281474976710655.000000	5.821881	2454	3936940032.000000
281474976710655.000000	5.629976	2455	3938001408.000000
281474976710655.000000	5.658809	2456	3939028224.000000
281474976710655.000000	5.594001	2457	3940090112.000000
281474976710655.000000	5.662238	2458	3941116160.000000
281474976710655.000000	5.744004	2459	3942177792.000000
281474976710655.000000	5.723235	2460	3943204096.000000
281474976710655.000000	5.583971	2461	3944266496.000000
281474976710655.000000	5.686682	2462	3945292032.000000
281474976710655.000000	5.634670	2463	3946354688.000000
281474976710655.000000	5.640340	2464	3947379968.000000
281474976710655.000000	5.690251	2465	3948442880.000000
281474976710655.000000	5.650042	2466	3949468160.000000
281474976710655.000000	5.524103	2467	3950531328.000000
281474976710655.000000	5.836828	2468	3951555584.000000
281474976710655.000000	5.873097	2469	3952619776.000000
281474976710655.000000	5.578519	2470	3953643776.000000
281474976710655.000000	5.571054	2471	3954707968.000000
281474976710655.000000	5.564885	2472	3955731712.000000
281474976710655.000000	5.437246	2473	3956796160.000000
281474976710655.000000	5.677292	2474	3957819648.000000
281474976710655.000000	5.709783	2475	3958884352.000000
281474976710655.000000	5.609563	2476	3959907840.000000
